 TIME AND WATER SATURATIONS
   TIME   SW( 1)  SW( 2)  SW( 3)  SW( 4)  SW( 5)  SW( 6)  SW( 7)  SW( 8)  SW( 9)  SW(10)  SW(11)  SW(12)  SW(13)  SW(14)  SW(15)  SW(16)  SW(17)  SW(18)  SW(19)  SW(20)  SW(21)  SW(22)  SW(23)  SW(24)  SW(25)  SW(26)  SW(27)  SW(28)  SW(29)  SW(30)  SW(31)  SW(32)  SW(33)  SW(34)  SW(35)  SW(36)  SW(37)  SW(38)  SW(39)  SW(40)  SW(41)  SW(42)  SW(44)  SW(44)  SW(45)  SW(46)  SW(47)  SW(48)  SW(49)  SW(50)  
  156.00  0.7998  0.7985  0.7946  0.7872  0.7769  0.7657  0.7563  0.7501  0.7449  0.7367  0.7253  0.7111  0.6938  0.6358  0.3137  0.2005  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  157.00  0.7998  0.7985  0.7948  0.7875  0.7773  0.7662  0.7567  0.7504  0.7454  0.7374  0.7263  0.7124  0.6958  0.6465  0.3451  0.2009  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  158.00  0.7998  0.7986  0.7949  0.7878  0.7777  0.7667  0.7571  0.7506  0.7458  0.7381  0.7273  0.7136  0.6975  0.6553  0.3785  0.2015  0.1998  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  159.00  0.7998  0.7987  0.7951  0.7881  0.7781  0.7671  0.7575  0.7509  0.7462  0.7388  0.7282  0.7148  0.6991  0.6626  0.4133  0.2025  0.1999  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  160.00  0.7998  0.7987  0.7952  0.7884  0.7785  0.7676  0.7579  0.7512  0.7465  0.7394  0.7291  0.7160  0.7006  0.6687  0.4489  0.2041  0.1999  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  161.00  0.7998  0.7987  0.7954  0.7887  0.7790  0.7681  0.7583  0.7515  0.7469  0.7400  0.7300  0.7171  0.7020  0.6739  0.4849  0.2064  0.1999  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  162.00  0.7998  0.7988  0.7955  0.7890  0.7794  0.7685  0.7588  0.7518  0.7472  0.7406  0.7309  0.7183  0.7033  0.6783  0.5204  0.2101  0.1999  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  163.00  0.7999  0.7988  0.7957  0.7892  0.7798  0.7690  0.7592  0.7521  0.7475  0.7412  0.7317  0.7194  0.7047  0.6821  0.5527  0.2178  0.1999  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  164.00  0.7999  0.7989  0.7958  0.7895  0.7802  0.7694  0.7596  0.7524  0.7478  0.7417  0.7325  0.7205  0.7060  0.6853  0.5800  0.2311  0.2000  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  165.00  0.7999  0.7989  0.7959  0.7898  0.7805  0.7699  0.7600  0.7527  0.7481  0.7422  0.7333  0.7215  0.7073  0.6881  0.6015  0.2507  0.2000  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  166.00  0.7999  0.7990  0.7960  0.7900  0.7809  0.7703  0.7604  0.7530  0.7484  0.7427  0.7341  0.7226  0.7086  0.6906  0.6178  0.2758  0.2002  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  167.00  0.7999  0.7990  0.7962  0.7903  0.7813  0.7708  0.7608  0.7533  0.7487  0.7432  0.7349  0.7236  0.7098  0.6928  0.6315  0.3039  0.2004  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  168.00  0.7999  0.7990  0.7963  0.7905  0.7817  0.7712  0.7612  0.7536  0.7489  0.7437  0.7356  0.7246  0.7110  0.6948  0.6429  0.3346  0.2007  0.1998  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  169.00  0.7999  0.7991  0.7964  0.7908  0.7821  0.7716  0.7617  0.7539  0.7492  0.7441  0.7363  0.7255  0.7122  0.6966  0.6523  0.3673  0.2012  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  170.00  0.7999  0.7991  0.7965  0.7910  0.7824  0.7721  0.7621  0.7543  0.7494  0.7446  0.7370  0.7265  0.7134  0.6982  0.6600  0.4017  0.2021  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  171.00  0.7999  0.7991  0.7966  0.7912  0.7828  0.7725  0.7625  0.7546  0.7496  0.7450  0.7376  0.7274  0.7146  0.6997  0.6665  0.4370  0.2035  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  172.00  0.7999  0.7992  0.7967  0.7914  0.7831  0.7729  0.7629  0.7549  0.7499  0.7454  0.7382  0.7283  0.7157  0.7010  0.6720  0.4729  0.2055  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  173.00  0.7999  0.7992  0.7968  0.7917  0.7835  0.7734  0.7633  0.7553  0.7501  0.7458  0.7389  0.7291  0.7168  0.7024  0.6766  0.5086  0.2087  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  174.00  0.7999  0.7992  0.7969  0.7919  0.7838  0.7738  0.7638  0.7556  0.7503  0.7461  0.7395  0.7300  0.7179  0.7037  0.6806  0.5424  0.2145  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  175.00  0.7999  0.7993  0.7970  0.7921  0.7841  0.7742  0.7642  0.7560  0.7505  0.7465  0.7400  0.7308  0.7190  0.7049  0.6840  0.5714  0.2259  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  176.00  0.7999  0.7993  0.7971  0.7923  0.7845  0.7746  0.7646  0.7563  0.7508  0.7468  0.7406  0.7316  0.7200  0.7062  0.6869  0.5948  0.2434  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  177.00  0.7999  0.7993  0.7972  0.7925  0.7848  0.7750  0.7650  0.7567  0.7510  0.7471  0.7411  0.7324  0.7210  0.7074  0.6895  0.6126  0.2669  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  178.00  0.7999  0.7993  0.7973  0.7927  0.7851  0.7754  0.7654  0.7570  0.7512  0.7474  0.7416  0.7331  0.7220  0.7086  0.6918  0.6271  0.2940  0.2003  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  179.00  0.7999  0.7994  0.7974  0.7929  0.7854  0.7758  0.7659  0.7574  0.7515  0.7477  0.7421  0.7339  0.7230  0.7098  0.6938  0.6392  0.3239  0.2006  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  180.00  0.7999  0.7994  0.7975  0.7931  0.7858  0.7762  0.7663  0.7577  0.7517  0.7479  0.7426  0.7346  0.7239  0.7110  0.6957  0.6492  0.3560  0.2010  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  181.00  0.7999  0.7994  0.7975  0.7933  0.7861  0.7766  0.7667  0.7581  0.7520  0.7482  0.7431  0.7353  0.7249  0.7121  0.6973  0.6574  0.3898  0.2018  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  182.00  0.7999  0.7994  0.7976  0.7934  0.7864  0.7770  0.7671  0.7584  0.7522  0.7484  0.7435  0.7360  0.7258  0.7133  0.6988  0.6643  0.4248  0.2030  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  183.00  0.7999  0.7995  0.7977  0.7936  0.7866  0.7774  0.7675  0.7588  0.7525  0.7486  0.7439  0.7366  0.7267  0.7144  0.7002  0.6701  0.4606  0.2047  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  184.00  0.8000  0.7995  0.7978  0.7938  0.7869  0.7778  0.7680  0.7592  0.7528  0.7489  0.7443  0.7372  0.7275  0.7155  0.7015  0.6750  0.4964  0.2075  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  185.00  0.8000  0.7995  0.7978  0.7939  0.7872  0.7782  0.7684  0.7595  0.7530  0.7491  0.7447  0.7378  0.7284  0.7165  0.7027  0.6791  0.5315  0.2117  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  186.00  0.8000  0.7995  0.7979  0.7941  0.7875  0.7786  0.7688  0.7599  0.7533  0.7493  0.7451  0.7384  0.7292  0.7176  0.7040  0.6827  0.5621  0.2213  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  187.00  0.8000  0.7995  0.7980  0.7943  0.7878  0.7789  0.7692  0.7603  0.7536  0.7495  0.7454  0.7390  0.7300  0.7186  0.7052  0.6858  0.5874  0.2366  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  188.00  0.8000  0.7996  0.7980  0.7944  0.7880  0.7793  0.7696  0.7607  0.7539  0.7497  0.7458  0.7396  0.7308  0.7196  0.7064  0.6884  0.6070  0.2581  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  189.00  0.8000  0.7996  0.7981  0.7946  0.7883  0.7797  0.7700  0.7610  0.7542  0.7499  0.7461  0.7401  0.7316  0.7206  0.7076  0.6908  0.6224  0.2842  0.2003  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  190.00  0.8000  0.7996  0.7982  0.7947  0.7886  0.7800  0.7704  0.7614  0.7545  0.7501  0.7464  0.7406  0.7323  0.7216  0.7087  0.6929  0.6352  0.3132  0.2005  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  191.00  0.8000  0.7996  0.7982  0.7949  0.7888  0.7804  0.7708  0.7618  0.7547  0.7503  0.7468  0.7411  0.7330  0.7225  0.7099  0.6948  0.6459  0.3446  0.2009  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  192.00  0.8000  0.7996  0.7983  0.7950  0.7891  0.7807  0.7712  0.7622  0.7550  0.7504  0.7470  0.7416  0.7337  0.7234  0.7110  0.6965  0.6547  0.3778  0.2015  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  193.00  0.8000  0.7996  0.7983  0.7951  0.7893  0.7811  0.7716  0.7626  0.7553  0.7506  0.7473  0.7421  0.7344  0.7243  0.7121  0.6980  0.6619  0.4125  0.2025  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  194.00  0.8000  0.7997  0.7984  0.7953  0.7896  0.7814  0.7720  0.7629  0.7557  0.7508  0.7476  0.7425  0.7351  0.7252  0.7132  0.6994  0.6680  0.4480  0.2040  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  195.00  0.8000  0.7997  0.7985  0.7954  0.7898  0.7818  0.7724  0.7633  0.7560  0.7510  0.7478  0.7430  0.7357  0.7261  0.7143  0.7007  0.6732  0.4839  0.2063  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  196.00  0.8000  0.7997  0.7985  0.7955  0.7900  0.7821  0.7728  0.7637  0.7563  0.7513  0.7480  0.7434  0.7363  0.7269  0.7153  0.7019  0.6776  0.5193  0.2100  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  197.00  0.8000  0.7997  0.7986  0.7957  0.7903  0.7824  0.7732  0.7641  0.7566  0.7515  0.7483  0.7438  0.7369  0.7277  0.7163  0.7031  0.6813  0.5516  0.2175  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  198.00  0.8000  0.7997  0.7986  0.7958  0.7905  0.7828  0.7736  0.7645  0.7569  0.7517  0.7485  0.7442  0.7375  0.7285  0.7173  0.7043  0.6846  0.5790  0.2306  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  199.00  0.8000  0.7997  0.7987  0.7959  0.7907  0.7831  0.7740  0.7648  0.7572  0.7519  0.7487  0.7445  0.7381  0.7293  0.7183  0.7054  0.6873  0.6006  0.2499  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  200.00  0.8000  0.7997  0.7987  0.7960  0.7909  0.7834  0.7743  0.7652  0.7575  0.7521  0.7489  0.7449  0.7387  0.7301  0.7193  0.7066  0.6898  0.6170  0.2749  0.2002  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  201.00  0.8000  0.7997  0.7987  0.7961  0.7911  0.7837  0.7747  0.7656  0.7579  0.7524  0.7491  0.7452  0.7392  0.7308  0.7202  0.7077  0.6920  0.6307  0.3029  0.2004  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  202.00  0.8000  0.7998  0.7988  0.7962  0.7913  0.7840  0.7751  0.7660  0.7582  0.7526  0.7492  0.7456  0.7397  0.7316  0.7212  0.7088  0.6939  0.6421  0.3334  0.2007  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  203.00  0.8000  0.7998  0.7988  0.7963  0.7915  0.7843  0.7755  0.7664  0.7585  0.7528  0.7494  0.7459  0.7402  0.7323  0.7221  0.7099  0.6956  0.6515  0.3660  0.2012  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  204.00  0.8000  0.7998  0.7989  0.7964  0.7917  0.7846  0.7758  0.7668  0.7589  0.7531  0.7496  0.7462  0.7407  0.7330  0.7230  0.7110  0.6972  0.6593  0.4001  0.2021  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  205.00  0.8000  0.7998  0.7989  0.7965  0.7919  0.7849  0.7762  0.7671  0.7592  0.7533  0.7498  0.7465  0.7412  0.7336  0.7239  0.7121  0.6986  0.6658  0.4354  0.2034  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  206.00  0.8000  0.7998  0.7989  0.7966  0.7921  0.7852  0.7766  0.7675  0.7595  0.7536  0.7499  0.7467  0.7416  0.7343  0.7247  0.7131  0.6999  0.6712  0.4711  0.2054  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  207.00  0.8000  0.7998  0.7990  0.7967  0.7923  0.7855  0.7769  0.7679  0.7599  0.7538  0.7501  0.7470  0.7421  0.7349  0.7255  0.7142  0.7011  0.6759  0.5067  0.2086  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  208.00  0.8000  0.7998  0.7990  0.7968  0.7925  0.7858  0.7773  0.7683  0.7602  0.7541  0.7502  0.7473  0.7425  0.7355  0.7264  0.7152  0.7023  0.6799  0.5408  0.2141  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
