 TIME AND WATER SATURATIONS
   TIME   SW( 1)  SW( 2)  SW( 3)  SW( 4)  SW( 5)  SW( 6)  SW( 7)  SW( 8)  SW( 9)  SW(10)  SW(11)  SW(12)  SW(13)  SW(14)  SW(15)  SW(16)  SW(17)  SW(18)  SW(19)  SW(20)  SW(21)  SW(22)  SW(23)  SW(24)  SW(25)  SW(26)  SW(27)  SW(28)  SW(29)  SW(30)  SW(31)  SW(32)  SW(33)  SW(34)  SW(35)  SW(36)  SW(37)  SW(38)  SW(39)  SW(40)  SW(41)  SW(42)  SW(44)  SW(44)  SW(45)  SW(46)  SW(47)  SW(48)  SW(49)  SW(50)  
  262.00  0.8000  0.8000  0.7999  0.7994  0.7982  0.7957  0.7916  0.7857  0.7785  0.7708  0.7636  0.7576  0.7533  0.7506  0.7488  0.7461  0.7420  0.7363  0.7289  0.7200  0.7096  0.6977  0.6661  0.4404  0.2037  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  263.00  0.8000  0.8000  0.7999  0.7994  0.7983  0.7958  0.7917  0.7859  0.7788  0.7711  0.7639  0.7579  0.7535  0.7507  0.7489  0.7464  0.7424  0.7368  0.7296  0.7208  0.7105  0.6989  0.6714  0.4761  0.2058  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  264.00  0.8000  0.8000  0.7999  0.7995  0.7983  0.7959  0.7919  0.7862  0.7791  0.7714  0.7642  0.7581  0.7537  0.7508  0.7491  0.7466  0.7427  0.7373  0.7302  0.7215  0.7114  0.7000  0.6759  0.5115  0.2091  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  265.00  0.8000  0.8000  0.7999  0.7995  0.7984  0.7960  0.7921  0.7864  0.7794  0.7718  0.7645  0.7584  0.7538  0.7509  0.7492  0.7468  0.7430  0.7377  0.7308  0.7223  0.7123  0.7010  0.6797  0.5447  0.2154  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  266.00  0.8000  0.8000  0.7999  0.7995  0.7984  0.7961  0.7922  0.7866  0.7797  0.7721  0.7648  0.7586  0.7540  0.7510  0.7493  0.7470  0.7434  0.7382  0.7314  0.7230  0.7132  0.7021  0.6830  0.5732  0.2272  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  267.00  0.8001  0.8000  0.7999  0.7995  0.7985  0.7962  0.7924  0.7869  0.7800  0.7724  0.7651  0.7589  0.7542  0.7512  0.7494  0.7472  0.7437  0.7387  0.7320  0.7238  0.7141  0.7031  0.6859  0.5959  0.2451  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  268.00  0.8001  0.8000  0.7999  0.7995  0.7985  0.7963  0.7926  0.7871  0.7802  0.7727  0.7654  0.7592  0.7544  0.7513  0.7495  0.7474  0.7440  0.7391  0.7326  0.7245  0.7149  0.7041  0.6884  0.6133  0.2688  0.2002  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  269.00  0.8001  0.8000  0.7999  0.7996  0.7985  0.7964  0.7927  0.7873  0.7805  0.7730  0.7657  0.7594  0.7546  0.7514  0.7496  0.7476  0.7443  0.7395  0.7332  0.7252  0.7158  0.7050  0.6905  0.6275  0.2961  0.2004  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  270.00  0.8001  0.8000  0.7999  0.7996  0.7986  0.7965  0.7929  0.7875  0.7808  0.7733  0.7660  0.7597  0.7548  0.7516  0.7497  0.7477  0.7446  0.7399  0.7337  0.7259  0.7166  0.7060  0.6924  0.6393  0.3260  0.2007  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  271.00  0.8001  0.8000  0.7999  0.7996  0.7986  0.7966  0.7930  0.7878  0.7811  0.7737  0.7663  0.7600  0.7550  0.7517  0.7498  0.7479  0.7448  0.7403  0.7342  0.7266  0.7174  0.7069  0.6941  0.6491  0.3580  0.2011  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  272.00  0.8001  0.8000  0.7999  0.7996  0.7987  0.7967  0.7932  0.7880  0.7814  0.7740  0.7667  0.7602  0.7552  0.7519  0.7499  0.7481  0.7451  0.7407  0.7348  0.7273  0.7182  0.7079  0.6956  0.6571  0.3918  0.2019  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  273.00  0.8001  0.8000  0.7999  0.7996  0.7987  0.7968  0.7933  0.7882  0.7816  0.7743  0.7670  0.7605  0.7555  0.7520  0.7500  0.7482  0.7454  0.7411  0.7353  0.7279  0.7190  0.7088  0.6970  0.6638  0.4267  0.2031  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  274.00  0.8001  0.8000  0.7999  0.7996  0.7987  0.7968  0.7935  0.7884  0.7819  0.7746  0.7673  0.7608  0.7557  0.7521  0.7501  0.7484  0.7456  0.7415  0.7358  0.7286  0.7198  0.7097  0.6983  0.6694  0.4623  0.2049  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  275.00  0.8001  0.8000  0.7999  0.7996  0.7988  0.7969  0.7936  0.7886  0.7822  0.7749  0.7676  0.7611  0.7559  0.7523  0.7501  0.7485  0.7458  0.7418  0.7363  0.7292  0.7206  0.7106  0.6994  0.6741  0.4979  0.2077  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  276.00  0.8001  0.8000  0.7999  0.7997  0.7988  0.7970  0.7937  0.7888  0.7825  0.7752  0.7679  0.7613  0.7561  0.7524  0.7502  0.7486  0.7461  0.7422  0.7368  0.7298  0.7214  0.7115  0.7005  0.6782  0.5328  0.2120  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  277.00  0.8001  0.8000  0.8000  0.7997  0.7989  0.7971  0.7939  0.7890  0.7827  0.7755  0.7682  0.7616  0.7563  0.7526  0.7503  0.7488  0.7463  0.7425  0.7372  0.7304  0.7221  0.7124  0.7015  0.6817  0.5630  0.2218  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  278.00  0.8001  0.8000  0.8000  0.7997  0.7989  0.7971  0.7940  0.7892  0.7830  0.7758  0.7685  0.7619  0.7566  0.7528  0.7504  0.7489  0.7465  0.7428  0.7377  0.7310  0.7228  0.7133  0.7024  0.6847  0.5879  0.2373  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  279.00  0.8001  0.8000  0.8000  0.7997  0.7989  0.7972  0.7941  0.7894  0.7833  0.7761  0.7688  0.7622  0.7568  0.7529  0.7505  0.7490  0.7467  0.7431  0.7381  0.7316  0.7235  0.7141  0.7034  0.6873  0.6073  0.2589  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  280.00  0.8001  0.8000  0.8000  0.7997  0.7990  0.7973  0.7943  0.7896  0.7835  0.7764  0.7691  0.7624  0.7570  0.7531  0.7506  0.7491  0.7469  0.7434  0.7386  0.7322  0.7243  0.7149  0.7044  0.6896  0.6224  0.2851  0.2003  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  281.00  0.8001  0.8000  0.8000  0.7997  0.7990  0.7974  0.7944  0.7898  0.7838  0.7767  0.7694  0.7627  0.7572  0.7533  0.7507  0.7492  0.7471  0.7437  0.7390  0.7327  0.7249  0.7158  0.7053  0.6916  0.6350  0.3140  0.2005  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  282.00  0.8001  0.8000  0.8000  0.7997  0.7990  0.7974  0.7945  0.7900  0.7840  0.7770  0.7697  0.7630  0.7575  0.7534  0.7508  0.7493  0.7473  0.7440  0.7394  0.7333  0.7256  0.7166  0.7063  0.6934  0.6455  0.3453  0.2009  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  283.00  0.8001  0.8000  0.8000  0.7997  0.7991  0.7975  0.7946  0.7902  0.7843  0.7773  0.7700  0.7633  0.7577  0.7536  0.7510  0.7494  0.7475  0.7443  0.7398  0.7338  0.7263  0.7174  0.7072  0.6949  0.6542  0.3785  0.2015  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  284.00  0.8001  0.8000  0.8000  0.7998  0.7991  0.7976  0.7948  0.7904  0.7845  0.7776  0.7703  0.7636  0.7579  0.7538  0.7511  0.7495  0.7476  0.7446  0.7402  0.7343  0.7269  0.7182  0.7081  0.6964  0.6613  0.4130  0.2026  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  285.00  0.8001  0.8000  0.8000  0.7998  0.7991  0.7976  0.7949  0.7906  0.7848  0.7779  0.7706  0.7639  0.7582  0.7539  0.7512  0.7496  0.7478  0.7448  0.7406  0.7348  0.7276  0.7189  0.7090  0.6976  0.6673  0.4484  0.2041  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  286.00  0.8001  0.8000  0.8000  0.7998  0.7991  0.7977  0.7950  0.7907  0.7850  0.7782  0.7709  0.7641  0.7584  0.7541  0.7513  0.7497  0.7479  0.7451  0.7409  0.7353  0.7282  0.7197  0.7099  0.6988  0.6723  0.4841  0.2064  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  287.00  0.8001  0.8000  0.8000  0.7998  0.7992  0.7977  0.7951  0.7909  0.7852  0.7784  0.7712  0.7644  0.7587  0.7543  0.7514  0.7498  0.7481  0.7453  0.7413  0.7358  0.7288  0.7205  0.7108  0.6999  0.6766  0.5193  0.2101  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  288.00  0.8001  0.8000  0.8000  0.7998  0.7992  0.7978  0.7952  0.7911  0.7855  0.7787  0.7715  0.7647  0.7589  0.7545  0.7515  0.7498  0.7482  0.7456  0.7416  0.7363  0.7294  0.7212  0.7116  0.7009  0.6804  0.5514  0.2176  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  289.00  0.8001  0.8000  0.8000  0.7998  0.7992  0.7979  0.7953  0.7913  0.7857  0.7790  0.7718  0.7650  0.7591  0.7547  0.7517  0.7499  0.7484  0.7458  0.7420  0.7367  0.7300  0.7219  0.7125  0.7018  0.6835  0.5787  0.2306  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  290.00  0.8001  0.8000  0.8000  0.7998  0.7992  0.7979  0.7954  0.7914  0.7859  0.7793  0.7721  0.7653  0.7594  0.7549  0.7518  0.7500  0.7485  0.7460  0.7423  0.7372  0.7306  0.7226  0.7133  0.7028  0.6863  0.6002  0.2498  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  291.00  0.8001  0.8000  0.8000  0.7998  0.7993  0.7980  0.7955  0.7916  0.7862  0.7796  0.7724  0.7656  0.7596  0.7551  0.7519  0.7501  0.7486  0.7462  0.7426  0.7376  0.7312  0.7233  0.7142  0.7037  0.6887  0.6165  0.2747  0.2002  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  292.00  0.8001  0.8000  0.8000  0.7998  0.7993  0.7980  0.7956  0.7918  0.7864  0.7798  0.7727  0.7659  0.7599  0.7553  0.7521  0.7502  0.7488  0.7464  0.7429  0.7381  0.7318  0.7240  0.7150  0.7047  0.6908  0.6301  0.3026  0.2004  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  293.00  0.8001  0.8000  0.8000  0.7998  0.7993  0.7981  0.7957  0.7919  0.7866  0.7801  0.7730  0.7662  0.7601  0.7555  0.7522  0.7502  0.7489  0.7466  0.7432  0.7385  0.7323  0.7247  0.7158  0.7056  0.6926  0.6414  0.3330  0.2007  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  294.00  0.8001  0.8000  0.8000  0.7998  0.7993  0.7981  0.7958  0.7921  0.7868  0.7804  0.7733  0.7664  0.7604  0.7557  0.7523  0.7503  0.7490  0.7468  0.7435  0.7389  0.7328  0.7254  0.7166  0.7065  0.6942  0.6508  0.3654  0.2013  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  295.00  0.8001  0.8000  0.8000  0.7998  0.7994  0.7982  0.7959  0.7922  0.7871  0.7807  0.7736  0.7667  0.7607  0.7559  0.7525  0.7504  0.7491  0.7470  0.7438  0.7393  0.7334  0.7260  0.7173  0.7074  0.6957  0.6585  0.3994  0.2021  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  296.00  0.8001  0.8000  0.8000  0.7998  0.7994  0.7982  0.7960  0.7924  0.7873  0.7809  0.7739  0.7670  0.7609  0.7561  0.7526  0.7505  0.7492  0.7472  0.7441  0.7397  0.7339  0.7267  0.7181  0.7083  0.6970  0.6649  0.4345  0.2034  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  297.00  0.8001  0.8000  0.8000  0.7999  0.7994  0.7983  0.7961  0.7925  0.7875  0.7812  0.7742  0.7673  0.7612  0.7563  0.7528  0.7506  0.7493  0.7474  0.7444  0.7401  0.7344  0.7273  0.7189  0.7092  0.6982  0.6703  0.4701  0.2054  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  298.00  0.8001  0.8000  0.8000  0.7999  0.7994  0.7983  0.7962  0.7927  0.7877  0.7815  0.7745  0.7676  0.7614  0.7565  0.7529  0.7507  0.7494  0.7475  0.7446  0.7404  0.7349  0.7279  0.7196  0.7101  0.6993  0.6749  0.5056  0.2085  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  299.00  0.8001  0.8000  0.8000  0.7999  0.7994  0.7984  0.7963  0.7928  0.7879  0.7817  0.7748  0.7679  0.7617  0.7567  0.7531  0.7508  0.7494  0.7477  0.7449  0.7408  0.7354  0.7285  0.7203  0.7109  0.7003  0.6788  0.5396  0.2138  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  300.00  0.8001  0.8000  0.8000  0.7999  0.7995  0.7984  0.7964  0.7930  0.7881  0.7820  0.7751  0.7682  0.7620  0.7569  0.7532  0.7509  0.7495  0.7478  0.7451  0.7411  0.7358  0.7291  0.7211  0.7117  0.7013  0.6822  0.5687  0.2247  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  301.00  0.8001  0.8000  0.8000  0.7999  0.7995  0.7985  0.7965  0.7931  0.7883  0.7822  0.7754  0.7685  0.7622  0.7571  0.7534  0.7510  0.7496  0.7480  0.7453  0.7415  0.7363  0.7297  0.7218  0.7126  0.7022  0.6851  0.5924  0.2416  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  302.00  0.8001  0.8000  0.8000  0.7999  0.7995  0.7985  0.7965  0.7933  0.7885  0.7825  0.7757  0.7688  0.7625  0.7573  0.7535  0.7511  0.7497  0.7481  0.7456  0.7418  0.7367  0.7303  0.7225  0.7134  0.7032  0.6876  0.6106  0.2643  0.2002  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  303.00  0.8001  0.8000  0.8000  0.7999  0.7995  0.7985  0.7966  0.7934  0.7887  0.7827  0.7760  0.7691  0.7627  0.7575  0.7537  0.7512  0.7498  0.7483  0.7458  0.7421  0.7372  0.7308  0.7232  0.7142  0.7041  0.6898  0.6252  0.2911  0.2004  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  304.00  0.8001  0.8000  0.8000  0.7999  0.7995  0.7986  0.7967  0.7935  0.7889  0.7830  0.7762  0.7693  0.7630  0.7578  0.7539  0.7513  0.7498  0.7484  0.7460  0.7425  0.7376  0.7314  0.7238  0.7150  0.7050  0.6918  0.6373  0.3206  0.2006  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  305.00  0.8001  0.8000  0.8000  0.7999  0.7995  0.7986  0.7968  0.7937  0.7891  0.7832  0.7765  0.7696  0.7633  0.7580  0.7540  0.7514  0.7499  0.7485  0.7462  0.7428  0.7380  0.7319  0.7245  0.7158  0.7059  0.6935  0.6474  0.3523  0.2010  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  306.00  0.8001  0.8000  0.8000  0.7999  0.7996  0.7987  0.7969  0.7938  0.7893  0.7835  0.7768  0.7699  0.7635  0.7582  0.7542  0.7515  0.7500  0.7486  0.7464  0.7431  0.7384  0.7325  0.7252  0.7166  0.7068  0.6950  0.6557  0.3858  0.2017  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  307.00  0.8001  0.8000  0.8000  0.7999  0.7996  0.7987  0.7969  0.7939  0.7895  0.7837  0.7771  0.7702  0.7638  0.7584  0.7544  0.7516  0.7500  0.7487  0.7466  0.7433  0.7388  0.7330  0.7258  0.7173  0.7077  0.6964  0.6625  0.4205  0.2028  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  308.00  0.8001  0.8000  0.8000  0.7999  0.7996  0.7987  0.7970  0.7941  0.7897  0.7840  0.7774  0.7705  0.7641  0.7587  0.7545  0.7517  0.7501  0.7489  0.7468  0.7436  0.7392  0.7335  0.7264  0.7181  0.7085  0.6976  0.6683  0.4560  0.2045  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  309.00  0.8001  0.8000  0.8000  0.7999  0.7996  0.7988  0.7971  0.7942  0.7899  0.7842  0.7776  0.7708  0.7644  0.7589  0.7547  0.7519  0.7502  0.7490  0.7470  0.7439  0.7396  0.7340  0.7270  0.7188  0.7094  0.6987  0.6731  0.4916  0.2071  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  310.00  0.8001  0.8000  0.8000  0.7999  0.7996  0.7988  0.7972  0.7943  0.7900  0.7844  0.7779  0.7711  0.7646  0.7591  0.7549  0.7520  0.7502  0.7491  0.7471  0.7442  0.7400  0.7345  0.7277  0.7195  0.7102  0.6998  0.6773  0.5266  0.2111  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  311.00  0.8001  0.8000  0.8000  0.7999  0.7996  0.7988  0.7972  0.7944  0.7902  0.7847  0.7782  0.7714  0.7649  0.7594  0.7551  0.7521  0.7503  0.7491  0.7473  0.7444  0.7403  0.7350  0.7282  0.7202  0.7110  0.7007  0.6809  0.5576  0.2198  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  312.00  0.8001  0.8000  0.8000  0.7999  0.7996  0.7989  0.7973  0.7945  0.7904  0.7849  0.7785  0.7716  0.7652  0.7596  0.7553  0.7522  0.7504  0.7492  0.7475  0.7447  0.7407  0.7354  0.7288  0.7210  0.7119  0.7017  0.6840  0.5837  0.2341  0.2000  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  313.00  0.8001  0.8000  0.8000  0.7999  0.7997  0.7989  0.7974  0.7946  0.7906  0.7851  0.7787  0.7719  0.7654  0.7598  0.7554  0.7524  0.7505  0.7493  0.7476  0.7449  0.7410  0.7359  0.7294  0.7216  0.7127  0.7026  0.6866  0.6040  0.2546  0.2001  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
  314.00  0.8001  0.8000  0.8000  0.7999  0.7997  0.7989  0.7974  0.7948  0.7907  0.7854  0.7790  0.7722  0.7657  0.7601  0.7556  0.7525  0.7506  0.7494  0.7478  0.7451  0.7414  0.7363  0.7300  0.7223  0.7135  0.7035  0.6889  0.6196  0.2802  0.2003  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.1999  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000  0.2000
