TIME,WBHP:A-1H,WBHP:A-2AH,WBHP:A-3H,WBHP:A-5H,WGIR:A-1H,WGIR:A-2AH,WGIR:A-3H,WGIR:A-5H,WGOR:A-1H,WGOR:A-2AH,WGOR:A-3H,WGOR:A-5H,WGPT:A-1H,WGPT:A-2AH,WGPT:A-3H,WGPT:A-5H,WGPR:A-1H,WGPR:A-2AH,WGPR:A-3H,WGPR:A-5H,WOPT:A-1H,WOPT:A-2AH,WOPT:A-3H,WOPT:A-5H,WOPR:A-1H,WOPR:A-2AH,WOPR:A-3H,WOPR:A-5H,WPI1:A-1H,WPI1:A-2AH,WPI1:A-3H,WPI1:A-5H,WWCT:A-1H,WWCT:A-2AH,WWCT:A-3H,WWCT:A-5H,
1704.00,50,50,245.715,62.6732,0,0,0,0,78.7168,115.604,0,0,7.17611e+08,1.64735e+09,0,0,119994,145841,0,0,3.60639e+06,3.83467e+06,0,0,1524.38,1261.56,0,0,770.068,1339.78,0,0,0.000382741,0.00126109,0,0,
1735.00,50,50,245.111,62.684,0,0,0,0,78.5055,114.593,0,0,7.21323e+08,1.65187e+09,0,0,119551,145790,0,0,3.65362e+06,3.87397e+06,0,0,1522.84,1272.24,0,0,770.265,1340.14,0,0,0.000379646,0.00126018,0,0,
1765.00,50,50,244.533,62.6887,0,0,0,0,78.3947,113.996,0,0,7.24903e+08,1.65624e+09,0,0,119189,145582,0,0,3.69926e+06,3.91223e+06,0,0,1520.37,1277.07,0,0,770.391,1340.32,0,0,0.000376704,0.00125964,0,0,
1796.00,50,50,243.943,62.6896,0,0,0,0,78.3087,113.05,0,0,7.28591e+08,1.66074e+09,0,0,118772,144616,0,0,3.74633e+06,3.95186e+06,0,0,1516.71,1279.22,0,0,770.498,1340.94,0,0,0.000373627,0.00125878,0,0,
1826.00,50,50,243.377,62.6886,0,0,0,0,78.2079,110.907,0,0,7.32147e+08,1.66504e+09,0,0,118347,141744,0,0,3.79177e+06,3.99023e+06,0,0,1513.24,1278.04,0,0,770.613,1342.99,0,0,0.000370572,0.00125708,0,0,
1849.00,50,50,242.945,62.6908,0,0,0,0,78.0753,108.83,0,0,7.34864e+08,1.66826e+09,0,0,118004,139824,0,0,3.82655e+06,4.01968e+06,0,0,1511.42,1284.79,0,0,770.743,1344.86,0,0,0.000368216,0.00125441,0,0,
1857.00,50,50,242.795,62.6929,0,0,0,0,78.0197,108.417,0,0,7.35807e+08,1.66937e+09,0,0,117888,139588,0,0,3.83864e+06,4.02997e+06,0,0,1511.01,1287.51,0,0,770.795,1345.14,0,0,0.000367407,0.00125409,0,0,
1888.00,50,50,242.217,62.7051,0,0,0,0,77.8303,106.835,0,0,7.39455e+08,1.67367e+09,0,0,117486,138697,0,0,3.88546e+06,4.07005e+06,0,0,1509.51,1298.24,0,0,770.98,1346.17,0,0,0.000364338,0.0012525,0,0,
1917.00,50,50,241.681,62.7132,0,0,0,0,77.721,106.307,0,0,7.42856e+08,1.67769e+09,0,0,117172,138728,0,0,3.9292e+06,4.10782e+06,0,0,1507.6,1304.98,0,0,771.108,1346.26,0,0,0.000361533,0.001252,0,0,
1948.00,50,50,241.111,62.7167,0,0,0,0,77.6617,105.912,0,0,7.46483e+08,1.68199e+09,0,0,116842,138606,0,0,3.97588e+06,4.14835e+06,0,0,1504.5,1308.68,0,0,771.203,1346.36,0,0,0.000358549,0.00125156,0,0,
1978.00,50,50,240.561,62.7156,0,0,0,0,77.6218,105.545,0,0,7.49983e+08,1.68615e+09,0,0,116520,138305,0,0,4.02096e+06,4.18764e+06,0,0,1501.13,1310.38,0,0,771.285,1346.53,0,0,0.000355602,0.00125118,0,0,
2009.00,50,50,239.998,62.7134,0,0,0,0,77.5839,105.05,0,0,7.53589e+08,1.69042e+09,0,0,116185,137692,0,0,4.06743e+06,4.22827e+06,0,0,1497.53,1310.73,0,0,771.368,1346.88,0,0,0.00035252,0.00125074,0,0,
2039.00,50,50,239.455,62.71,0,0,0,0,77.5651,103.821,0,0,7.57069e+08,1.69453e+09,0,0,115890,135843,0,0,4.1123e+06,4.26757e+06,0,0,1494.1,1308.44,0,0,771.439,1348.12,0,0,0.00034954,0.00124999,0,0,
2070.00,50,50,238.899,62.7144,0,0,0,0,77.5419,101.555,0,0,7.60656e+08,1.69868e+09,0,0,115562,133203,0,0,4.15855e+06,4.30813e+06,0,0,1490.31,1311.63,0,0,771.515,1350.35,0,0,0.000346485,0.00124774,0,0,
2101.00,50,50,238.354,62.7228,0,0,0,0,77.3969,100.748,0,0,7.64231e+08,1.70281e+09,0,0,115103,133052,0,0,4.20469e+06,4.34897e+06,0,0,1487.18,1320.64,0,0,771.665,1350.73,0,0,0.000343366,0.00124736,0,0,
2131.00,50,50,237.827,62.7264,0,0,0,0,77.2359,100.325,0,0,7.67676e+08,1.7068e+09,0,0,114654,132972,0,0,4.24926e+06,4.38868e+06,0,0,1484.47,1325.42,0,0,771.824,1350.9,0,0,0.000340289,0.00124743,0,0,
