TIME,WBHP:A-1H,WBHP:A-2AH,WBHP:A-3H,WBHP:A-5H,WGIR:A-1H,WGIR:A-2AH,WGIR:A-3H,WGIR:A-5H,WGOR:A-1H,WGOR:A-2AH,WGOR:A-3H,WGOR:A-5H,WGPT:A-1H,WGPT:A-2AH,WGPT:A-3H,WGPT:A-5H,WGPR:A-1H,WGPR:A-2AH,WGPR:A-3H,WGPR:A-5H,WOPT:A-1H,WOPT:A-2AH,WOPT:A-3H,WOPT:A-5H,WOPR:A-1H,WOPR:A-2AH,WOPR:A-3H,WOPR:A-5H,WPI1:A-1H,WPI1:A-2AH,WPI1:A-3H,WPI1:A-5H,WWCT:A-1H,WWCT:A-2AH,WWCT:A-3H,WWCT:A-5H,
731.00,50,50,268.396,62.7752,0,0,0,0,84.2585,181.514,0,0,5.76602e+08,1.49667e+09,0,0,135502,206505,0,0,2.06109e+06,2.6769e+06,0,0,1608.17,1137.68,0,0,910.356,1385.07,0,0,0.00044171,0.00137802,0,0,
762.00,50,50,267.487,62.7981,0,0,0,0,83.7076,177.049,0,0,5.80792e+08,1.50304e+09,0,0,134938,204988,0,0,2.11101e+06,2.71254e+06,0,0,1612.02,1157.8,0,0,910.669,1386.69,0,0,0.000441393,0.00136522,0,0,
793.00,50,50,266.605,62.8024,0,0,0,0,83.2984,173.808,0,0,5.84966e+08,1.50938e+09,0,0,134431,203771,0,0,2.16102e+06,2.74871e+06,0,0,1613.85,1172.39,0,0,910.886,1388.15,0,0,0.00044152,0.00135396,0,0,
821.00,50,50,265.826,62.7978,0,0,0,0,82.8361,169.639,0,0,5.88722e+08,1.51504e+09,0,0,133950,201469,0,0,2.20626e+06,2.78176e+06,0,0,1617.04,1187.63,0,0,911.145,1390.46,0,0,0.000441823,0.00134369,0,0,
852.00,50,50,264.98,62.7902,0,0,0,0,82.5679,164.182,0,0,5.92867e+08,1.52123e+09,0,0,133518,198244,0,0,2.2564e+06,2.81896e+06,0,0,1617.07,1207.46,0,0,911.265,1393.37,0,0,0.000442397,0.00133236,0,0,
882.00,50,50,264.181,62.7796,0,0,0,0,82.3668,160.106,0,0,5.96864e+08,1.52713e+09,0,0,133038,195603,0,0,2.30488e+06,2.85545e+06,0,0,1615.19,1221.7,0,0,911.338,1395.37,0,0,0.000443105,0.00132278,0,0,
913.00,50,50,263.37,62.7609,0,0,0,0,82.1148,156.498,0,0,6.00979e+08,1.53315e+09,0,0,132490,192234,0,0,2.35492e+06,2.89348e+06,0,0,1613.48,1228.35,0,0,911.438,1397.6,0,0,0.000443876,0.00131393,0,0,
943.00,50,50,262.6,62.746,0,0,0,0,81.8514,153.27,0,0,6.04944e+08,1.53887e+09,0,0,131978,189693,0,0,2.40331e+06,2.93049e+06,0,0,1612.41,1237.64,0,0,911.553,1399.39,0,0,0.000444594,0.00130641,0,0,
974.00,50,50,261.815,62.7255,0,0,0,0,81.6951,150.641,0,0,6.09027e+08,1.5447e+09,0,0,131483,187248,0,0,2.45324e+06,2.96895e+06,0,0,1609.44,1243.01,0,0,911.595,1400.83,0,0,0.000445335,0.00130134,0,0,
1005.00,50,50,261.038,62.7022,0,0,0,0,81.4458,149.128,0,0,6.13092e+08,1.55049e+09,0,0,130910,186404,0,0,2.50309e+06,3.00762e+06,0,0,1607.33,1249.95,0,0,911.698,1401.45,0,0,0.000445981,0.00129809,0,0,
